x1,x2,y,预测y
46.0,8.0,2180.0,2181.6738
46.0,9.0,2197.0,2198.156
46.0,10.0,2216.0,2216.5798
46.0,11.0,2237.0,2236.9893
46.0,12.0,2260.0,2259.4187
46.0,13.0,2285.0,2283.8926
46.0,14.0,2312.0,2310.4248
46.0,15.0,2341.0,2339.0251
46.0,16.0,2372.0,2369.6938
46.0,17.0,2405.0,2402.4304
46.0,18.0,2440.0,2437.2275
46.0,19.0,2477.0,2474.0757
46.0,20.0,2516.0,2512.9646
46.0,21.0,2557.0,2553.885
46.0,22.0,2600.0,2596.824
46.0,23.0,2645.0,2641.7732
46.0,24.0,2692.0,2688.7253
46.0,25.0,2741.0,2737.677
46.0,26.0,2792.0,2788.622
46.0,27.0,2845.0,2841.5647
46.0,28.0,2900.0,2896.5051
46.0,29.0,2957.0,2953.4524
46.0,30.0,3016.0,3012.4124
46.0,31.0,3077.0,3073.394
46.0,32.0,3140.0,3136.4104
46.0,33.0,3205.0,3201.4714
46.0,34.0,3272.0,3268.5881
46.0,35.0,3341.0,3337.765
46.0,36.0,3412.0,3409.007
46.0,37.0,3485.0,3482.3125
46.0,38.0,3560.0,3557.6736
46.0,39.0,3637.0,3635.073
46.0,40.0,3716.0,3714.4849
46.0,41.0,3797.0,3795.8694
46.0,42.0,3880.0,3879.1746
46.0,43.0,3965.0,3964.3364
46.0,44.0,4052.0,4051.2742
46.0,45.0,4141.0,4139.889
46.0,46.0,4232.0,4230.072
46.0,47.0,4325.0,4321.6895
46.0,48.0,4420.0,4414.598
46.0,49.0,4517.0,4508.6377
47.0,0.0,2209.0,2203.5132
47.0,1.0,2210.0,2207.529
47.0,2.0,2213.0,2212.698
47.0,3.0,2218.0,2219.1555
47.0,4.0,2225.0,2227.0283
47.0,5.0,2234.0,2236.4321
47.0,6.0,2245.0,2247.4731
47.0,7.0,2258.0,2260.2437
47.0,8.0,2273.0,2274.8252
47.0,9.0,2290.0,2291.2847
47.0,10.0,2309.0,2309.6797
47.0,11.0,2330.0,2330.055
47.0,12.0,2353.0,2352.4448
47.0,13.0,2378.0,2376.8762
47.0,14.0,2405.0,2403.3625
47.0,15.0,2434.0,2431.9148
47.0,16.0,2465.0,2462.5347
47.0,17.0,2498.0,2495.2212
47.0,18.0,2533.0,2529.9673
47.0,19.0,2570.0,2566.7651
47.0,20.0,2609.0,2605.6045
47.0,21.0,2650.0,2646.4744
47.0,22.0,2693.0,2689.3655
47.0,23.0,2738.0,2734.268
47.0,24.0,2785.0,2781.1758
47.0,25.0,2834.0,2830.082
47.0,26.0,2885.0,2880.9868
47.0,27.0,2938.0,2933.8892
47.0,28.0,2993.0,2988.794
47.0,29.0,3050.0,3045.704
47.0,30.0,3109.0,3104.6304
47.0,31.0,3170.0,3165.5813
47.0,32.0,3233.0,3228.567
47.0,33.0,3298.0,3293.5986
47.0,34.0,3365.0,3360.685
47.0,35.0,3434.0,3429.832
47.0,36.0,3505.0,3501.0427
47.0,37.0,3578.0,3574.315
47.0,38.0,3653.0,3649.6394
47.0,39.0,3730.0,3726.9963
47.0,40.0,3809.0,3806.3582
47.0,41.0,3890.0,3887.685
47.0,42.0,3973.0,3970.924
47.0,43.0,4058.0,4056.0063
47.0,44.0,4145.0,4142.851
47.0,45.0,4234.0,4231.3584
47.0,46.0,4325.0,4321.4146
47.0,47.0,4418.0,4412.888
47.0,48.0,4513.0,4505.632
47.0,49.0,4610.0,4599.4854
48.0,0.0,2304.0,2297.872
48.0,1.0,2305.0,2301.969
48.0,2.0,2308.0,2307.201
48.0,3.0,2313.0,2313.7039
48.0,4.0,2320.0,2321.6082
48.0,5.0,2329.0,2331.0298
48.0,6.0,2340.0,2342.0747
48.0,7.0,2353.0,2354.8384
48.0,8.0,2368.0,2369.4026
48.0,9.0,2385.0,2385.8372
48.0,10.0,2404.0,2404.1985
48.0,11.0,2425.0,2424.5352
48.0,12.0,2448.0,2446.881
48.0,13.0,2473.0,2471.2622
48.0,14.0,2500.0,2497.697
48.0,15.0,2529.0,2526.194
48.0,16.0,2560.0,2556.7563
48.0,17.0,2593.0,2589.3835
48.0,18.0,2628.0,2624.07
48.0,19.0,2665.0,2660.8076
48.0,20.0,2704.0,2699.587
48.0,21.0,2745.0,2740.396
48.0,22.0,2788.0,2783.228
48.0,23.0,2833.0,2828.0708
48.0,24.0,2880.0,2874.9214
48.0,25.0,2929.0,2923.7717
48.0,26.0,2980.0,2974.622
48.0,27.0,3033.0,3027.4717
48.0,28.0,3088.0,3082.3242
48.0,29.0,3145.0,3139.1858
48.0,30.0,3204.0,3198.064
48.0,31.0,3265.0,3258.968
48.0,32.0,3328.0,3321.909
48.0,33.0,3393.0,3386.8958
48.0,34.0,3460.0,3453.936
48.0,35.0,3529.0,3523.0378
48.0,36.0,3600.0,3594.2017
48.0,37.0,3673.0,3667.4229
48.0,38.0,3748.0,3742.692
48.0,39.0,3825.0,3819.988
48.0,40.0,3904.0,3899.284
48.0,41.0,3985.0,3980.5342
48.0,42.0,4068.0,4063.6868
48.0,43.0,4153.0,4148.671
48.0,44.0,4240.0,4235.4023
48.0,45.0,4329.0,4323.7817
48.0,46.0,4420.0,4413.6914
48.0,47.0,4513.0,4505.0005
48.0,48.0,4608.0,4597.5586
48.0,49.0,4705.0,4691.2036
49.0,0.0,2401.0,2393.463
49.0,1.0,2402.0,2397.6409
49.0,2.0,2405.0,2402.9355
49.0,3.0,2410.0,2409.4849
49.0,4.0,2417.0,2417.4182
49.0,5.0,2426.0,2426.8552
49.0,6.0,2437.0,2437.9036
49.0,7.0,2450.0,2450.6577
49.0,8.0,2465.0,2465.2024
49.0,9.0,2482.0,2481.6072
49.0,10.0,2501.0,2499.932
49.0,11.0,2522.0,2520.2236
49.0,12.0,2545.0,2542.5186
49.0,13.0,2570.0,2566.8457
49.0,14.0,2597.0,2593.2205
49.0,15.0,2626.0,2621.654
49.0,16.0,2657.0,2652.15
49.0,17.0,2690.0,2684.71
49.0,18.0,2725.0,2719.3262
49.0,19.0,2762.0,2755.9924
49.0,20.0,2801.0,2794.6997
49.0,21.0,2842.0,2835.438
49.0,22.0,2885.0,2878.198
49.0,23.0,2930.0,2922.97
49.0,24.0,2977.0,2969.7493
49.0,25.0,3026.0,3018.53
49.0,26.0,3077.0,3069.312
49.0,27.0,3130.0,3122.093
49.0,28.0,3185.0,3176.8809
49.0,29.0,3242.0,3233.677
49.0,30.0,3301.0,3292.4912
49.0,31.0,3362.0,3353.3342
49.0,32.0,3425.0,3416.2136
49.0,33.0,3490.0,3481.1372
49.0,34.0,3557.0,3548.117
49.0,35.0,3626.0,3617.1543
49.0,36.0,3697.0,3688.253
49.0,37.0,3770.0,3761.4053
49.0,38.0,3845.0,3836.6018
49.0,39.0,3922.0,3913.8198
49.0,40.0,4001.0,3993.0273
49.0,41.0,4082.0,4074.1829
49.0,42.0,4165.0,4157.2285
49.0,43.0,4250.0,4242.0933
49.0,44.0,4337.0,4328.6914
49.0,45.0,4426.0,4416.922
49.0,46.0,4517.0,4506.6646
49.0,47.0,4610.0,4597.786
49.0,48.0,4705.0,4690.1377
49.0,49.0,4802.0,4783.553
